Cantidad_Total,Venta_Total,NumeroDocumento,NombreCliente,Municipio,Departamento,NombreProducto,NitCliente,Fuente,CodVendedor,NombreVendedor,Referencia,FechaDocumento,Presentacion,Clasificacion,Meses de la ultima compra,Vent_positivas,Dev_positivas
1000,147675,FE0009350,Cliente 103,IPIALES,NARI•O,COLORANTE FLUORESCENTE ROJO,78518161-9,ventas,08,Vendedor 1,14377011,27/02/2024,GRAMOS,COLORANTES,13,147675,0
210,4233600,FE0009351,Cliente 58,ITAGUI,Antioquia,POLIOL POLIMERICO,226051095-6,ventas,17,Vendedor 6,14397003,06/03/2024,KILOS,QUIMICOS,13,4233600,0
250,6137500,FE0009351,Cliente 58,ITAGUI,Antioquia,TDI 80/20,226051095-6,ventas,17,Vendedor 6,14377002,06/03/2024,KILOS,QUIMICOS,13,6137500,0
19.116,854389.62,FE0007319,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,31/08/2022,KILOS,CERAS Y ADITIVOS,31,854389.62,0
10,163875,FE0009352,Cliente 80,ENVIGADO,Antioquia,PARAFINA MEDIA,746809218-1,ventas,16,Vendedor 2,14361002,26/11/2021,KILOS,PARAFINAS,40,163875,0
10,159650,FE0009353,Cliente 80,ENVIGADO,Antioquia,PARAFINA MEDIA,746809218-1,ventas,16,Vendedor 2,14361002,30/11/2021,KILOS,PARAFINAS,40,159650,0
9.508,395104.94,FE0007321,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,22/04/2022,KILOS,CERAS Y ADITIVOS,35,395104.94,0
4.784,198799.12,FE0007537,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,31/05/2022,KILOS,CERAS Y ADITIVOS,34,198799.12,0
24,857160,FE0009354,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,27/01/2025,KILOS,CERAS Y ADITIVOS,2,857160,0
4,142860,FE0009355,Cliente 717,CAICEDONIA,VALLE DEL CAUCA,CERA MICROCRISTALINA BRASILERA,8676591806-6,ventas,16,Vendedor 2,14394001,29/01/2025,KILOS,CERAS Y ADITIVOS,2,142860,0
19.168,699679.92,FE0009269,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,25/10/2021,KILOS,CERAS Y ADITIVOS,41,699679.92,0
4.668,170393.67,FE0009356,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,05/11/2021,KILOS,CERAS Y ADITIVOS,41,170393.67,0
37.936,1384758.84,FE0009357,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,12/11/2021,KILOS,CERAS Y ADITIVOS,41,1384758.84,0
14.36,582226.2,FE0009358,Cliente 717,CAICEDONIA,VALLE DEL CAUCA,CERA MICROCRISTALINA BRASILERA,8676591806-6,ventas,16,Vendedor 2,14394001,05/04/2022,KILOS,CERAS Y ADITIVOS,36,582226.2,0
9.572,397764.46,FE0009359,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,16/05/2022,KILOS,CERAS Y ADITIVOS,35,397764.46,0
8,285720,FE0009360,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,28/01/2025,KILOS,CERAS Y ADITIVOS,2,285720,0
40,739500,FE0009361,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,10/11/2022,KILOS,PARAFINAS,29,739500,0
80,1243800,FE0009362,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,15/11/2024,KILOS,PARAFINAS,4,1243800,0
25,564625,FE0009363,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,17/08/2022,KILOS,PARAFINAS,31,564625,0
40,739500,FE0009364,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,16/11/2022,KILOS,PARAFINAS,28,739500,0
200,34000,FE0002570,Cliente 252,ZIPAQUIRA,CUNDINAMARCA,COLORANTE FLUORESCENTE ROJO,387745027-3,ventas,14,Vendedor 5,14377011,15/11/2024,GRAMOS,COLORANTES,4,34000,0
42,1327200,FE0009365,Cliente 11,ARMENIA - QUINDIO,QUINDIO,POLIOL POLIMERICO,4570680-4,ventas,08,Vendedor 1,14397003,04/03/2021,KILOS,QUIMICOS,49,1327200,0
378,11944800,FE0009366,Cliente 11,ARMENIA - QUINDIO,QUINDIO,POLIOL POLIMERICO,4570680-4,ventas,08,Vendedor 1,14397003,23/03/2021,KILOS,QUIMICOS,48,11944800,0
500,7313750,FE0009367,Cliente 69,RIONEGRO,SANTANDER,PARAFINA MEDIA,323574686-3,ventas,17,Vendedor 6,14361002,15/02/2024,KILOS,PARAFINAS,13,7313750,0
500,7313750,FE0009367,Cliente 69,RIONEGRO,SANTANDER,PARAFINA LIVIANA,323574686-3,ventas,17,Vendedor 6,14361001,15/02/2024,KILOS,PARAFINAS,13,7313750,0
6,944700,FE0009369,Cliente 127,BARRANQUILLA,ATLANTICO,COLORANTE FLUORESCENTE,518206416-2,ventas,08,Vendedor 1,14377009,20/10/2021,GRAMOS,Colorantes,41,944700,0
10,1050400,FE0007505,Cliente 52,SAN PEDRO,Antioquia,VIBAR,8122687-2,ventas,16,Vendedor 2,14394004,16/04/2024,KILOS,CERAS Y ADITIVOS,11,1050400,0
5,990225,FE0009370,Cliente 52,SAN PEDRO,Antioquia,VIBAR,8122687-2,ventas,16,Vendedor 2,14394004,15/04/2023,KILOS,CERAS Y ADITIVOS,23,990225,0
1000,16072500,FE0009371,Cliente 162,MOSQUERA,NARI•O,PARAFINA CHINA SR 58-60,442420111-6,ventas,14,Vendedor 5,14361006,20/01/2025,KILOS,PARAFINAS,2,16072500,0
1000,16072500,FE0009372,Cliente 162,MOSQUERA,NARI•O,PARAFINA CHINA SR 58-60,442420111-6,ventas,14,Vendedor 5,14361006,31/01/2025,KILOS,PARAFINAS,1,16072500,0
200,3067000,FE0009373,Cliente 162,MOSQUERA,NARI•O,PARAFINA CHINA SR 58-60,442420111-6,ventas,14,Vendedor 5,14361006,28/07/2023,KILOS,PARAFINAS,20,3067000,0
10,1500850,FE0007510,Cliente 127,BARRANQUILLA,ATLANTICO,COLORANTE FLUORESCENTE VERDE,518206416-2,ventas,17,Vendedor 6,14377016,18/11/2022,GRAMOS,COLORANTES,28,1500850,0
1000,15755000,FE0009374,Cliente 162,MOSQUERA,NARI•O,PARAFINA CHINA SR 58-60,442420111-6,ventas,14,Vendedor 5,14361006,23/05/2023,KILOS,PARAFINAS,22,15755000,0
300,794250,FE0009374,Cliente 162,MOSQUERA,NARI•O,PAPEL CELOFAN CRISTAL,442420111-6,ventas,14,Vendedor 5,14393001,23/05/2023,UNIDAD,CELOFAN,22,794250,0
600,9316500,FE0009375,Cliente 162,MOSQUERA,NARI•O,PARAFINA CHINA SR 58-60,442420111-6,ventas,14,Vendedor 5,14361006,22/11/2024,KILOS,PARAFINAS,4,9316500,0
1700,25355500,FE0009376,Cliente 162,MOSQUERA,NARI•O,PARAFINA CHINA SR 58-60,442420111-6,ventas,14,Vendedor 5,14361006,21/08/2024,KILOS,PARAFINAS,7,25355500,0
2000,670000,FE0009377,Cliente 162,MOSQUERA,NARI•O,PABILOS ENCERADOS,442420111-6,ventas,14,Vendedor 5,14372501,29/02/2024,KILOS,PABILOS ENCERADOS,13,670000,0
420,8467200,FE0009378,Cliente 58,ITAGUI,Antioquia,POLIOL POLIMERICO,226051095-6,ventas,17,Vendedor 6,14397003,07/02/2024,KILOS,QUIMICOS,13,8467200,0
42,1356600,FE0009379,Cliente 30,PEREIRA,RISARALDA,POLIOL POLIMERICO,550994009-6,ventas,08,Vendedor 1,14397003,30/08/2021,KILOS,QUIMICOS,43,1356600,0
42,1342950,FE0009380,Cliente 58,ITAGUI,Antioquia,POLIOL POLIMERICO,226051095-6,ventas,08,Vendedor 1,14397003,08/10/2021,KILOS,QUIMICOS,42,1342950,0
0.2,19009.5,FE0006382,Cliente 702,BOGOTA,SANTA FE DE BOGOTA,VIBAR,23624193-9,ventas,08,Vendedor 1,14394004,19/09/2024,KILOS,CERAS Y ADITIVOS,6,19009.5,0
25,336125,FE0009381,Cliente 631,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,4994910-5,ventas,14,Vendedor 5,14361001,10/04/2024,KILOS,PARAFINAS,11,336125,0
5,351450,FE0009348,Cliente 58,ITAGUI,Antioquia,SILICONA,226051095-6,ventas,17,Vendedor 6,14397007,12/05/2023,KILOS,QUIMICOS,22,351450,0
1.4,133066.5,FE0009382,Cliente 286,BOGOTA,SANTA FE DE BOGOTA,VIBAR,653220519-1,ventas,08,Vendedor 1,14394004,10/10/2024,KILOS,CERAS Y ADITIVOS,5,133066.5,0
42,2598750,FE0009135,Cliente 249,BOGOTA,SANTA FE DE BOGOTA,SILICONA,89896302-5,ventas,08,Vendedor 1,14397007,26/06/2024,KILOS,QUIMICOS,9,2598750,0
84,5250000,FE0009383,Cliente 19,BOGOTA,SANTA FE DE BOGOTA,SILICONA,78546176-7,ventas,08,Vendedor 1,14397007,12/07/2024,KILOS,QUIMICOS,8,5250000,0
600,8559000,FE0006769,Cliente 468,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,343652357-6,ventas,08,Vendedor 1,14361001,05/08/2024,KILOS,PARAFINAS,7,8559000,0
210,6300000,FE0009384,Cliente 145,BUENAVENTURA,VALLE DEL CAUCA,POLIOL POLIMERICO,56757023-2,ventas,08,Vendedor 1,14397003,09/04/2021,KILOS,QUIMICOS,48,6300000,0
42,873180,FE0009385,Cliente 48,SOGAMOSO,BOYACA,POLIOL POLIMERICO,8522613-8,ventas,08,Vendedor 1,14397003,16/04/2024,KILOS,QUIMICOS,11,873180,0
126,3827880,FE0009386,Cliente 145,BUENAVENTURA,VALLE DEL CAUCA,POLIOL POLIMERICO,56757023-2,ventas,08,Vendedor 1,14397003,08/03/2021,KILOS,QUIMICOS,49,3827880,0
0.4,5462,FE0009387,Cliente 90,ITAGUI,Antioquia,PABILOS ENCERADOS,7062268-2,ventas,16,Vendedor 2,14372501,24/06/2022,KILOS,PABILOS ENCERADOS,33,5462,0
0.4,5462,FE0009387,Cliente 90,ITAGUI,Antioquia,PABILOS ENCERADOS,7062268-2,ventas,16,Vendedor 2,14372501,24/06/2022,KILOS,PABILOS ENCERADOS,33,5462,0
420,9035250,FE0009388,Cliente 31,PEREIRA,RISARALDA,POLIOL POLIMERICO,313758823-6,ventas,17,Vendedor 6,14397003,06/02/2025,KILOS,QUIMICOS,1,9035250,0
30,592425,FE0009389,Cliente 90,ITAGUI,Antioquia,PARAFINA MEDIA,7062268-2,ventas,16,Vendedor 2,14361002,20/09/2022,KILOS,PARAFINAS,30,592425,0
50,479750,FE0009390,Cliente 307,BUCARAMANGA,SANTANDER,CLORURO DE METILENO,569966482-5,ventas,08,Vendedor 1,14397005,06/03/2024,KILOS,QUIMICOS,13,479750,0
5,88237.5,FE0009391,Cliente 90,ITAGUI,Antioquia,PARAFINA MEDIA,7062268-2,ventas,16,Vendedor 2,14361002,15/12/2022,KILOS,PARAFINAS,27,88237.5,0
50,787875,FE0009392,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,17/12/2024,KILOS,PARAFINAS,3,787875,0
25,462187.5,FE0009393,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,27/10/2022,KILOS,PARAFINAS,29,462187.5,0
40,680700,FE0009394,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,31/01/2023,KILOS,PARAFINAS,26,680700,0
50,756250,FE0009395,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,18/02/2023,KILOS,PARAFINAS,25,756250,0
50,861875,FE0009396,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,03/08/2023,KILOS,PARAFINAS,20,861875,0
500,12600000,FE0009397,Cliente 136,SABANETA,Antioquia,T.D.I. 80/20,840619537-6,ventas,17,Vendedor 6,14397004,16/09/2024,KILOS,QUIMICOS,6,12600000,0
300,11190000,FE0009398,Cliente 136,SABANETA,Antioquia,T.D.I. 80/20,840619537-6,ventas,17,Vendedor 6,14397004,04/02/2023,KILOS,QUIMICOS,26,11190000,0
252,5594400,FE0009398,Cliente 136,SABANETA,Antioquia,POLIOL ESTANDAR,840619537-6,ventas,17,Vendedor 6,14397002,04/02/2023,KILOS,QUIMICOS,26,5594400,0
300,8238750,FE0009399,Cliente 136,SABANETA,Antioquia,T.D.I. 80/20,840619537-6,ventas,17,Vendedor 6,14397004,22/11/2023,KILOS,QUIMICOS,16,8238750,0
252,4973850,FE0009399,Cliente 136,SABANETA,Antioquia,POLIOL ESTANDAR,840619537-6,ventas,17,Vendedor 6,14397002,22/11/2023,KILOS,QUIMICOS,16,4973850,0
50,841750,FE0009400,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,28/07/2023,KILOS,PARAFINAS,20,841750,0
40,705900,FE0009401,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,13/12/2022,KILOS,PARAFINAS,27,705900,0
50,735250,FE0009402,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,12/08/2023,KILOS,PARAFINAS,19,735250,0
50,735250,FE0009403,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,07/09/2023,KILOS,PARAFINAS,19,735250,0
25,517312.5,FE0009404,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,08/09/2022,KILOS,PARAFINAS,31,517312.5,0
40,739500,FE0009405,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14361001,29/10/2022,KILOS,PARAFINAS,29,739500,0
200,4883000,FE0009406,Cliente 809,ENVIGADO,Antioquia,CERA PREPARADA CQP 224,810460554-1,ventas,08,Vendedor 1,143705,05/08/2024,KILOS,CERAS Y ADITIVOS,7,4883000,0
4,98170,FE0009407,Cliente 809,ENVIGADO,Antioquia,CERA PREPARADA CQP 224,810460554-1,ventas,08,Vendedor 1,143705,29/07/2024,KILOS,CERAS Y ADITIVOS,8,98170,0
252,5521950,FE0009399,Cliente 136,SABANETA,Antioquia,POLIOL POLIMERICO,840619537-6,ventas,17,Vendedor 6,14397003,22/11/2023,KILOS,QUIMICOS,16,5521950,0
30,403361.25,FE0009408,Cliente 79,SABANETA,Antioquia,PARAFINA LIVIANA,545166-4,ventas,16,Vendedor 2,14501002,26/05/2021,KILOS,PARAFINAS,46,403361.25,0
10,245000,FE0008020,Cliente 79,SABANETA,Antioquia,PARAFINA FR60-62,545166-4,ventas,16,Vendedor 2,14391004,16/12/2021,KILOS,PARAFINAS,40,245000,0
129,4095750,FE0009409,Cliente 136,SABANETA,Antioquia,POLIOL POLIMERICO,840619537-6,ventas,08,Vendedor 1,14397003,25/03/2021,KILOS,QUIMICOS,48,4095750,0
100,1596500,FE0009410,Cliente 79,SABANETA,Antioquia,PARAFINA MEDIA,545166-4,ventas,16,Vendedor 2,14361002,26/11/2021,KILOS,PARAFINAS,40,1596500,0
9.37,342028.425,FE0009411,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,27/10/2021,KILOS,CERAS Y ADITIVOS,41,342028.425,0
15,296212.5,FE0009234,Cliente 165,MARINILLA,Antioquia,PARAFINA LIVIANA,8791887-4,ventas,16,Vendedor 2,14361001,19/10/2022,KILOS,PARAFINAS,29,296212.5,0
15,222975,FE0009412,Cliente 80,ENVIGADO,Antioquia,PARAFINA LIVIANA,746809218-1,ventas,16,Vendedor 2,14361001,20/09/2021,KILOS,PARAFINAS,42,222975,0
150,2820375,FE0009413,Cliente 165,MARINILLA,Antioquia,PARAFINA LIVIANA,8791887-4,ventas,16,Vendedor 2,14361001,16/03/2022,KILOS,PARAFINAS,37,2820375,0
5,104512.5,FE0009414,Cliente 80,ENVIGADO,Antioquia,PARAFINA LIVIANA,746809218-1,ventas,16,Vendedor 2,14361001,20/04/2022,KILOS,PARAFINAS,35,104512.5,0
14.712,611357.16,FE0009415,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,14/06/2022,KILOS,CERAS Y ADITIVOS,34,611357.16,0
10,203775,FE0009416,Cliente 80,ENVIGADO,Antioquia,PARAFINA MEDIA,746809218-1,ventas,16,Vendedor 2,14361002,17/06/2022,KILOS,PARAFINAS,33,203775,0
5,101737.5,FE0009417,Cliente 80,ENVIGADO,Antioquia,PARAFINA MEDIA,746809218-1,ventas,16,Vendedor 2,14361002,23/06/2022,KILOS,PARAFINAS,33,101737.5,0
4.436,184337.98,FE0009417,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,23/06/2022,KILOS,CERAS Y ADITIVOS,33,184337.98,0
8,302520,FE0009418,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,26/02/2024,KILOS,CERAS Y ADITIVOS,13,302520,0
14.404,598558.22,FE0009266,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,07/07/2022,KILOS,CERAS Y ADITIVOS,33,598558.22,0
9.752,405244.36,FE0009419,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,19/07/2022,KILOS,CERAS Y ADITIVOS,32,405244.36,0
4,151260,FE0009267,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,07/05/2024,KILOS,CERAS Y ADITIVOS,10,151260,0
5,112925,FE0008851,Cliente 90,ITAGUI,Antioquia,PARAFINA MEDIA,7062268-2,ventas,16,Vendedor 2,14361002,30/08/2022,KILOS,PARAFINAS,31,112925,0
5,77725,FE0009420,Cliente 90,ITAGUI,Antioquia,PARAFINA MEDIA,7062268-2,ventas,16,Vendedor 2,14361002,18/11/2021,KILOS,PARAFINAS,40,77725,0
324,5204250,FE0009421,Cliente 41,BOGOTA,SANTA FE DE BOGOTA,CLORURO DE METILENO,211174692-2,ventas,08,Vendedor 1,14397005,17/11/2021,KILOS,QUIMICOS,41,5204250,0
200,2983000,FE0009422,Cliente 260,BUCARAMANGA,SANTANDER,PARAFINA MEDIA,5712802687-2,ventas,08,Vendedor 1,14361002,22/11/2021,KILOS,PARAFINAS,40,2983000,0
400,4129000,FE0009423,Cliente 89,BOGOTA,SANTA FE DE BOGOTA,PARAFINA MEDIA,47557107-6,ventas,14,Vendedor 5,14361002,21/01/2021,KILOS,PARAFINAS,51,4129000,0
12.8,685568,FE0008668,Cliente 330,BUCARAMANGA,SANTANDER,PABILO 4/4,5548876641-5,ventas,08,Vendedor 1,14372510,30/04/2024,KILOS,PABILOS,11,685568,0
5,475237.5,FE0009424,Cliente 429,BOGOTA,SANTA FE DE BOGOTA,VIBAR,582458575-7,ventas,08,Vendedor 1,14394004,06/02/2025,KILOS,CERAS Y ADITIVOS,1,475237.5,0
1000,12892500,FE0009425,Cliente 89,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,47557107-6,ventas,14,Vendedor 5,14361001,25/04/2024,KILOS,PARAFINAS,11,12892500,0
1000,10525000,FE0009426,Cliente 790,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,66295797-7,ventas,03,Vendedor 5,14361001,16/02/2021,KILOS,PARAFINAS,50,10525000,0
600,6309000,FE0009427,Cliente 89,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,47557107-6,ventas,14,Vendedor 5,14361001,16/02/2021,KILOS,PARAFINAS,50,6309000,0
25,367625,FE0008853,Cliente 90,ITAGUI,Antioquia,PARAFINA LIVIANA,7062268-2,ventas,16,Vendedor 2,14361001,28/09/2023,KILOS,PARAFINAS,18,367625,0
1200,12957000,FE0009428,Cliente 89,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,47557107-6,ventas,14,Vendedor 5,14361001,24/03/2021,KILOS,PARAFINAS,48,12957000,0
20,310900,FE0009104,Cliente 90,ITAGUI,Antioquia,PARAFINA LIVIANA,7062268-2,ventas,16,Vendedor 2,14361001,15/12/2023,KILOS,PARAFINAS,15,310900,0
25,414937.5,FE0009429,Cliente 90,ITAGUI,Antioquia,PARAFINA LIVIANA,7062268-2,ventas,16,Vendedor 2,14361001,16/01/2024,KILOS,PARAFINAS,14,414937.5,0
30,428475,FE0009430,Cliente 90,ITAGUI,Antioquia,PARAFINA LIVIANA,7062268-2,ventas,16,Vendedor 2,14361001,06/03/2024,KILOS,PARAFINAS,13,428475,0
25,329750,FE0009431,Cliente 90,ITAGUI,Antioquia,PARAFINA LIVIANA,7062268-2,ventas,16,Vendedor 2,14361001,19/04/2024,KILOS,PARAFINAS,11,329750,0
5,357500,FE0009432,Cliente 145,BUENAVENTURA,VALLE DEL CAUCA,SILICONA,56757023-2,ventas,08,Vendedor 1,14397007,19/04/2021,KILOS,QUIMICOS,48,357500,0
600,6454500,FE0009433,Cliente 4,PEREIRA,RISARALDA,PARAFINA LIVIANA,370282-7,ventas,08,Vendedor 1,14361001,09/02/2021,KILOS,PARAFINAS,50,6454500,0
200,24500,FE0009434,Cliente 162,MOSQUERA,NARI•O,PABILOS ENCERADOS,442420111-6,ventas,14,Vendedor 5,14372501,25/01/2024,KILOS,PABILOS ENCERADOS,14,24500,0
600,93000,FE0009434,Cliente 162,MOSQUERA,NARI•O,PABILOS ENCERADOS,442420111-6,ventas,14,Vendedor 5,14372501,25/01/2024,KILOS,PABILOS ENCERADOS,14,93000,0
200,27000,FE0009434,Cliente 162,MOSQUERA,NARI•O,PABILOS ENCERADOS,442420111-6,ventas,14,Vendedor 5,14372501,25/01/2024,KILOS,PABILOS ENCERADOS,14,27000,0
200,44500,FE0009434,Cliente 162,MOSQUERA,NARI•O,PABILOS ENCERADOS,442420111-6,ventas,14,Vendedor 5,14372501,25/01/2024,KILOS,PABILOS ENCERADOS,14,44500,0
200,51500,FE0009434,Cliente 162,MOSQUERA,NARI•O,PABILOS ENCERADOS,442420111-6,ventas,14,Vendedor 5,14372501,25/01/2024,KILOS,PABILOS ENCERADOS,14,51500,0
1600,624000,FE0009434,Cliente 162,MOSQUERA,NARI•O,PABILOS ENCERADOS,442420111-6,ventas,14,Vendedor 5,14372501,25/01/2024,KILOS,PABILOS ENCERADOS,14,624000,0
800,162000,FE0009434,Cliente 162,MOSQUERA,NARI•O,PABILOS ENCERADOS,442420111-6,ventas,14,Vendedor 5,14372501,25/01/2024,KILOS,PABILOS ENCERADOS,14,162000,0
600,273000,FE0009434,Cliente 162,MOSQUERA,NARI•O,PABILOS ENCERADOS,442420111-6,ventas,14,Vendedor 5,14372501,25/01/2024,KILOS,PABILOS ENCERADOS,14,273000,0
600,9189000,FE0009435,Cliente 162,MOSQUERA,NARI•O,PARAFINA SR 58/60,442420111-6,ventas,14,Vendedor 5,14391002,19/04/2024,KILOS,PARAFINAS,11,9189000,0
25,449062.5,FE0007480,Cliente 162,MOSQUERA,NARI•O,ACIDO ESTEARICO,442420111-6,ventas,14,Vendedor 5,14392001,16/08/2023,KILOS,CERAS Y ADITIVOS,19,449062.5,0
7.2,423522,FE0007505,Cliente 52,SAN PEDRO,Antioquia,CHAPA IMPORTADA,8122687-2,ventas,16,Vendedor 2,143935001,16/04/2024,KILOS,INSUMOS DE VELAS,11,423522,0
6,990375,FE0009436,Cliente 127,BARRANQUILLA,ATLANTICO,COLORANTE FLUORESCENTE,518206416-2,ventas,08,Vendedor 1,14377009,12/10/2021,GRAMOS,Colorantes,42,990375,0
6,913620,FE0009436,Cliente 127,BARRANQUILLA,ATLANTICO,COLORANTE FLUORESCENTE,518206416-2,ventas,08,Vendedor 1,14377009,12/10/2021,GRAMOS,Colorantes,42,913620,0
6,1014135,FE0009436,Cliente 127,BARRANQUILLA,ATLANTICO,COLORANTE FLUORESCENTE,518206416-2,ventas,08,Vendedor 1,14377009,12/10/2021,GRAMOS,Colorantes,42,1014135,0
40,828600,FE0009437,Cliente 657,RIONEGRO,Antioquia,PARAFINA FR 56/58 EN SACO,405210320-0,ventas,16,Vendedor 2,14391003,06/12/2021,KILOS,PARAFINAS,40,828600,0
20,348750,FE0009438,Cliente 657,RIONEGRO,Antioquia,PARAFINA FR 56/58 EN SACO,405210320-0,ventas,16,Vendedor 2,14391003,27/02/2023,KILOS,PARAFINAS,25,348750,0
20,348750,FE0009439,Cliente 657,RIONEGRO,Antioquia,PARAFINA SR 58/60,405210320-0,ventas,16,Vendedor 2,14391002,27/05/2023,KILOS,PARAFINAS,22,348750,0
4,138660,FE0009268,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,05/07/2024,KILOS,CERAS Y ADITIVOS,8,138660,0
14.472,601383.96,FE0009305,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,04/05/2022,KILOS,CERAS Y ADITIVOS,35,601383.96,0
13.964,580274.02,FE0009440,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,25/05/2022,KILOS,CERAS Y ADITIVOS,34,580274.02,0
9.448,344970.1,FE0009441,Cliente 717,CAICEDONIA,VALLE DEL CAUCA,CERA MICROCRISTALINA BRASILERA,8676591806-6,ventas,16,Vendedor 2,14394001,12/11/2021,KILOS,CERAS Y ADITIVOS,41,344970.1,0
10,365550,FE0009442,Cliente 80,ENVIGADO,Antioquia,PARAFINA MEDIA,746809218-1,ventas,16,Vendedor 2,14361002,17/11/2021,KILOS,PARAFINAS,41,365550,0
12,453780,FE0009279,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,26/02/2024,KILOS,CERAS Y ADITIVOS,13,453780,0
4,151260,FE0009443,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,28/02/2024,KILOS,CERAS Y ADITIVOS,13,151260,0
4,151260,FE0009444,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,06/03/2024,KILOS,CERAS Y ADITIVOS,13,151260,0
4,151260,FE0009445,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA BRASILERA,746809218-1,ventas,16,Vendedor 2,14394001,06/03/2024,KILOS,CERAS Y ADITIVOS,13,151260,0
